"","ID","Date","URL","Y/N - Describes a Lynching?","Notes","Reviewed by TE","Notes from TE","rsw questions","...1","...2","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","newspaper_state","file_id2","index"
"565",17401,1856-12-17,"https://articleextractor.org/pages/17401/ohi_julian_ver02/sn84028794/1856/12/17/ed-1/seq-1/1",NA,NA,NA,NA,NA,2174,499434,1,"sn84028794","The Cadiz Democratic sentinel (Cadiz, Ohio)",1856,12,17,"seq-1","ed-1",1,"Ohio","17401_1",1343
"566",17403,1856-12-05,"https://articleextractor.org/pages/17403/vtu_adamant_ver01/sn84023127/1856/12/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,2175,652527,0,"sn84023127","Burlington free press (Burlington, Vt.)",1856,12,5,"seq-2","ed-1",1,"Vermont","17403_0",1344
"567",17404,1856-12-05,"https://articleextractor.org/pages/17404/ohi_iago_ver01/sn85026279/1856/12/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,2176,494576,0,"sn85026279","The Tiffin tribune (Tiffin, Ohio)",1856,12,5,"seq-2","ed-1",1,"Ohio","17404_0",1345
"568",17405,1856-12-03,"https://articleextractor.org/pages/17405/iahi_abra_ver01/sn84037930/1856/12/03/ed-1/seq-1/1",NA,NA,NA,NA,NA,2177,73833,0,"sn84037930","Weekly hawk-eye and telegraph (Burlington, Iow...)",1856,12,3,"seq-1","ed-1",1,"Iowa","17405_0",1346
"569",17406,1856-11-29,"https://articleextractor.org/pages/17406/ohi_ariel_ver02/sn83035487/1856/11/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,2178,467252,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1856,11,29,"seq-2","ed-1",1,"Ohio","17406_0",1347
"570",17407,1856-11-29,"https://articleextractor.org/pages/17407/lu_charizard_ver01/sn86079076/1856/11/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,2179,225924,0,"sn86079076","The Opelousas patriot (Opelousas, Pari...)",1856,11,29,"seq-2","ed-1",1,"Louisiana","17407_0",1348
"571",17408,1856-11-26,"https://articleextractor.org/pages/17408/vi_manowar_ver01/sn84024738/1856/11/26/ed-1/seq-1/1",NA,NA,NA,NA,NA,2180,643493,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,11,26,"seq-1","ed-1",1,"Virginia","17408_0",1349
"572",17409,1856-11-26,"https://articleextractor.org/pages/17409/vi_loons_ver01/sn84024718/1856/11/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,2181,638586,0,"sn84024718","Staunton spectator (Staunton, Va.)",1856,11,26,"seq-2","ed-1",1,"Virginia","17409_0",1350
"573",17411,1856-11-25,"https://articleextractor.org/pages/17411/vi_balikun_ver01/sn84024656/1856/11/25/ed-1/seq-3/1",NA,NA,NA,NA,NA,2182,626991,0,"sn84024656","Richmond daily Whig (Richmond, Va.)",1856,11,25,"seq-3","ed-1",1,"Virginia","17411_0",1351
"574",17412,1856-11-07,"https://articleextractor.org/pages/17412/vi_exmoor_ver01/sn85034360/1856/11/07/ed-1/seq-2/1",NA,NA,NA,NA,NA,2183,633464,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1856,11,7,"seq-2","ed-1",1,"Virginia","17412_0",1352
"575",17414,1856-09-08,"https://articleextractor.org/pages/17414/vi_manowar_ver01/sn84024738/1856/09/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,2184,643039,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,9,8,"seq-2","ed-1",1,"Virginia","17414_0",1353
"576",17415,1856-09-08,"https://articleextractor.org/pages/17415/vi_manowar_ver01/sn84024738/1856/09/08/ed-1/seq-1/1",NA,NA,NA,NA,NA,2185,643012,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,9,8,"seq-1","ed-1",1,"Virginia","17415_0",1354
"577",17416,1856-09-04,"https://articleextractor.org/pages/17416/ohi_gann_ver01/sn83035102/1856/09/04/ed-1/seq-4/1",NA,NA,NA,NA,NA,2186,489517,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,9,4,"seq-4","ed-1",1,"Ohio","17416_0",1355
"578",17417,1856-08-26,"https://articleextractor.org/pages/17417/whi_inez_ver01/sn85033189/1856/08/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,2187,694437,0,"sn85033189","Mineral Point tribune (Mineral Point, ...)",1856,8,26,"seq-2","ed-1",1,"Wisconsin","17417_0",1356
"579",17418,1856-08-21,"https://articleextractor.org/pages/17418/ohi_gann_ver01/sn83035102/1856/08/21/ed-1/seq-4/1",NA,NA,NA,NA,NA,2188,489490,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,8,21,"seq-4","ed-1",1,"Ohio","17418_0",1357
"580",17419,1856-08-08,"https://articleextractor.org/pages/17419/vtu_adamant_ver01/sn84023127/1856/08/08/ed-1/seq-1/1",NA,NA,NA,NA,NA,2189,652429,0,"sn84023127","Burlington free press (Burlington, Vt.)",1856,8,8,"seq-1","ed-1",1,"Vermont","17419_0",1358
"581",17420,1856-08-07,"https://articleextractor.org/pages/17420/ohi_gann_ver01/sn83035102/1856/08/07/ed-1/seq-4/1",NA,NA,NA,NA,NA,2190,489425,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,8,7,"seq-4","ed-1",1,"Ohio","17420_0",1359
"582",17421,1856-08-04,"https://articleextractor.org/pages/17421/vi_manowar_ver01/sn84024738/1856/08/04/ed-1/seq-1/1",NA,NA,NA,NA,NA,2191,642962,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,8,4,"seq-1","ed-1",1,"Virginia","17421_0",1360
"583",17462,1851-05-15,"https://articleextractor.org/pages/17462/ohi_edgar_ver01/sn85038121/1851/05/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,2231,486093,0,"sn85038121","Gallipolis journal (Gallipolis, Ohi...)",1851,5,15,"seq-2","ed-1",1,"Ohio","17462_0",1400
"584",17463,1851-05-20,"https://articleextractor.org/pages/17463/vi_icelandic_ver01/sn84024692/1851/05/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2232,636143,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,5,20,"seq-2","ed-1",1,"Virginia","17463_0",1401
"585",17463,1851-05-20,"https://articleextractor.org/pages/17463/vi_icelandic_ver01/sn84024692/1851/05/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2233,636145,1,"sn84024692","Richmond daily times (Richmond [Va.])",1851,5,20,"seq-2","ed-1",1,"Virginia","17463_1",1402
"586",17463,1851-05-20,"https://articleextractor.org/pages/17463/vi_icelandic_ver01/sn84024692/1851/05/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2234,636148,2,"sn84024692","Richmond daily times (Richmond [Va.])",1851,5,20,"seq-2","ed-1",1,"Virginia","17463_2",1403
"587",17463,1851-05-20,"https://articleextractor.org/pages/17463/vi_icelandic_ver01/sn84024692/1851/05/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2235,636150,3,"sn84024692","Richmond daily times (Richmond [Va.])",1851,5,20,"seq-2","ed-1",1,"Virginia","17463_3",1404
"588",17465,1857-08-06,"https://articleextractor.org/pages/17465/nbu_lee_ver01/sn85033100/1857/08/06/ed-1/seq-4/1",NA,NA,NA,NA,NA,2236,358227,0,"sn85033100","Bellevue gazette (Bellevue City, ...)",1857,8,6,"seq-4","ed-1",1,"Nebraska","17465_0",1405
"589",17466,1857-08-06,"https://articleextractor.org/pages/17466/whi_dynamite_ver01/sn85040308/1857/08/06/ed-1/seq-1/1",NA,NA,NA,NA,NA,2237,691209,0,"sn85040308","Kenosha tribune & telegraph (Kenosha, Wis.)",1857,8,6,"seq-1","ed-1",1,"Wisconsin","17466_0",1406
"590",17467,1857-08-09,"https://articleextractor.org/pages/17467/dlc_collins_ver01/sn83030364/1857/08/09/ed-1/seq-5/1",NA,NA,NA,NA,NA,2238,39761,0,"sn83030364","New-York dispatch (New York [N.Y.])",1857,8,9,"seq-5","ed-1",1,"New York","17467_0",1407
"591",17467,1857-08-09,"https://articleextractor.org/pages/17467/dlc_collins_ver01/sn83030364/1857/08/09/ed-1/seq-5/1",NA,NA,NA,NA,NA,2239,39764,1,"sn83030364","New-York dispatch (New York [N.Y.])",1857,8,9,"seq-5","ed-1",1,"New York","17467_1",1408
"592",17469,1857-08-11,"https://articleextractor.org/pages/17469/ncu_lumber_ver01/sn84020712/1857/08/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2240,389283,0,"sn84020712","The western Democrat (Charlotte, N.C.)",1857,8,11,"seq-2","ed-1",1,"North Carolina","17469_0",1409
"593",17494,1861-06-11,"https://articleextractor.org/pages/17494/deu_jinx_ver01/sn84038112/1861/06/11/ed-1/seq-1/1",NA,NA,NA,NA,NA,2267,36364,0,"sn84038112","Delaware State journal and statesman (Wilmington, Del...)",1861,6,11,"seq-1","ed-1",1,"Delaware","17494_0",1436
"594",17495,1861-11-05,"https://articleextractor.org/pages/17495/deu_jinx_ver01/sn84038112/1861/11/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,2268,36375,0,"sn84038112","Delaware State journal and statesman (Wilmington, Del...)",1861,11,5,"seq-2","ed-1",1,"Delaware","17495_0",1437
"595",17495,1861-11-05,"https://articleextractor.org/pages/17495/deu_jinx_ver01/sn84038112/1861/11/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,2269,36382,1,"sn84038112","Delaware State journal and statesman (Wilmington, Del...)",1861,11,5,"seq-2","ed-1",1,"Delaware","17495_1",1438
"596",17497,1856-07-24,"https://articleextractor.org/pages/17497/deu_kedavra_ver01/sn84020401/1856/07/24/ed-1/seq-3/2",NA,NA,NA,NA,NA,2270,36383,0,"sn84020401","Delaware weekly Republican (Wilmington, Del...)",1856,7,24,"seq-3","ed-1",2,"Delaware","17497_0",1439
"597",17501,1859-01-13,"https://articleextractor.org/pages/17501/dlc_addison_ver02/sn84031489/1859/01/13/ed-1/seq-2/1",NA,NA,NA,NA,NA,2273,36826,0,"sn84031489","Chicago daily press and tribune (Chicago, Ill.)",1859,1,13,"seq-2","ed-1",1,"Illinois","17501_0",1442
"598",17502,1859-02-01,"https://articleextractor.org/pages/17502/dlc_addison_ver02/sn84031489/1859/02/01/ed-1/seq-2/1",NA,NA,NA,NA,NA,2274,36836,0,"sn84031489","Chicago daily press and tribune (Chicago, Ill.)",1859,2,1,"seq-2","ed-1",1,"Illinois","17502_0",1443
"599",17509,1860-06-21,"https://articleextractor.org/pages/17509/wvu_jacob_ver01/sn84026784/1860/06/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,2280,699964,0,"sn84026784",NA,1860,6,21,"seq-2","ed-1",1,"West Virginia","17509_0",1449
"600",17512,1856-06-21,"https://articleextractor.org/pages/17512/wvu_lincoln_ver01/sn86092124/1856/06/21/ed-1/seq-2/2",NA,NA,NA,NA,NA,2284,700585,0,"sn86092124","American union (Morgantown, Va....)",1856,6,21,"seq-2","ed-1",2,"West Virginia","17512_0",1453
"601",17515,1857-08-13,"https://articleextractor.org/pages/17515/vtu_hildene_ver01/sn84023209/1857/08/13/ed-1/seq-2/1",NA,NA,NA,NA,NA,2286,666261,0,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1857,8,13,"seq-2","ed-1",1,"Vermont","17515_0",1455
"602",17516,1857-08-15,"https://articleextractor.org/pages/17516/njr_juniper_ver01/sn83032103/1857/08/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,2287,442030,0,"sn83032103","West-Jersey pioneer (Bridgeton, N.J.)",1857,8,15,"seq-2","ed-1",1,"New Jersey","17516_0",1456
"603",17518,1857-08-21,"https://articleextractor.org/pages/17518/vi_chanel_ver01/sn84024735/1857/08/21/ed-1/seq-4/1",NA,NA,NA,NA,NA,2288,628661,0,"sn84024735","Richmond enquirer (Richmond, Va.)",1857,8,21,"seq-4","ed-1",1,"Virginia","17518_0",1457
"604",17518,1857-08-21,"https://articleextractor.org/pages/17518/vi_chanel_ver01/sn84024735/1857/08/21/ed-1/seq-4/1",NA,NA,NA,NA,NA,2289,628664,1,"sn84024735","Richmond enquirer (Richmond, Va.)",1857,8,21,"seq-4","ed-1",1,"Virginia","17518_1",1458
"605",17520,1857-08-25,"https://articleextractor.org/pages/17520/vi_manowar_ver01/sn84024738/1857/08/25/ed-1/seq-2/1",NA,NA,NA,NA,NA,2290,644894,0,"sn84024738","The daily dispatch (Richmond [Va.])",1857,8,25,"seq-2","ed-1",1,"Virginia","17520_0",1459
"606",17522,1857-08-27,"https://articleextractor.org/pages/17522/mdu_elsberg_ver02/sn89060060/1857/08/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,2291,229087,0,"sn89060060",NA,1857,8,27,"seq-2","ed-1",1,"Maryland","17522_0",1460
"607",17524,1857-09-26,"https://articleextractor.org/pages/17524/wvu_antares_ver02/sn84026824/1857/09/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,2292,695656,0,"sn84026824","Shepherdstown register (Shepherdstown, ...)",1857,9,26,"seq-2","ed-1",1,"West Virginia","17524_0",1461
"608",17524,1857-09-26,"https://articleextractor.org/pages/17524/wvu_antares_ver02/sn84026824/1857/09/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,2293,695667,1,"sn84026824","Shepherdstown register (Shepherdstown, ...)",1857,9,26,"seq-2","ed-1",1,"West Virginia","17524_1",1462
"609",17526,1857-10-03,"https://articleextractor.org/pages/17526/mnhi_foxtrot_ver01/sn83016750/1857/10/03/ed-1/seq-5/1",NA,NA,NA,NA,NA,2294,265065,0,"sn83016750","The weekly Minnesotian (Saint Paul, Min...)",1857,10,3,"seq-5","ed-1",1,"Minnesota","17526_0",1463
"610",17528,1857-10-09,"https://articleextractor.org/pages/17528/vi_drive_ver01/sn85025007/1857/10/09/ed-1/seq-1/1",NA,NA,NA,NA,NA,2295,631513,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1857,10,9,"seq-1","ed-1",1,"District of Columbia","17528_0",1464
"611",17529,1857-10-22,"https://articleextractor.org/pages/17529/vi_manowar_ver01/sn84024738/1857/10/22/ed-1/seq-1/1",NA,NA,NA,NA,NA,2296,645015,0,"sn84024738","The daily dispatch (Richmond [Va.])",1857,10,22,"seq-1","ed-1",1,"Virginia","17529_0",1465
"612",17530,1857-10-24,"https://articleextractor.org/pages/17530/vi_drive_ver01/sn85025007/1857/10/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,2297,631536,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1857,10,24,"seq-2","ed-1",1,"District of Columbia","17530_0",1466
"613",17532,1857-10-29,"https://articleextractor.org/pages/17532/vi_manowar_ver01/sn84024738/1857/10/29/ed-1/seq-1/1",NA,NA,NA,NA,NA,2298,645283,0,"sn84024738","The daily dispatch (Richmond [Va.])",1857,10,29,"seq-1","ed-1",1,"Virginia","17532_0",1467
"614",17533,1857-12-12,"https://articleextractor.org/pages/17533/ncu_broad_ver01/sn83045450/1857/12/12/ed-1/seq-3/1",NA,NA,NA,NA,NA,2299,366809,0,"sn83045450","Semi-weekly standard (Raleigh, N.C.)",1857,12,12,"seq-3","ed-1",1,"North Carolina","17533_0",1468
"615",17534,1857-12-21,"https://articleextractor.org/pages/17534/vi_manowar_ver01/sn84024738/1857/12/21/ed-1/seq-1/1",NA,NA,NA,NA,NA,2300,645398,0,"sn84024738","The daily dispatch (Richmond [Va.])",1857,12,21,"seq-1","ed-1",1,"Virginia","17534_0",1469
"616",17535,1858-01-23,"https://articleextractor.org/pages/17535/vi_manowar_ver01/sn84024738/1858/01/23/ed-1/seq-1/1",NA,NA,NA,NA,NA,2301,645575,0,"sn84024738","The daily dispatch (Richmond [Va.])",1858,1,23,"seq-1","ed-1",1,"Virginia","17535_0",1470
"617",17536,1858-01-27,"https://articleextractor.org/pages/17536/in_harrison_ver01/sn82015672/1858/01/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,2302,163859,0,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1858,1,27,"seq-2","ed-1",1,"Indiana","17536_0",1471
"618",17537,1858-01-27,"https://articleextractor.org/pages/17537/lu_oddish_ver01/sn88064150/1858/01/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,2303,227387,0,"sn88064150",NA,1858,1,27,"seq-2","ed-1",1,"Louisiana","17537_0",1472
"619",17542,1858-03-11,"https://articleextractor.org/pages/17542/tu_kitty_ver01/sn85033711/1858/03/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2304,584531,0,"sn85033711","Nashville patriot (Nashville, Tenn...)",1858,3,11,"seq-2","ed-1",1,"Tennessee","17542_0",1473
"620",17544,1851-12-05,"https://articleextractor.org/pages/17544/lu_diglett_ver01/sn82015378/1851/12/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,2308,226372,0,"sn82015378","The daily crescent ([New Orleans, L...)",1851,12,5,"seq-2","ed-1",1,"Louisiana","17544_0",1477
"621",17759,1859-04-01,"https://articleextractor.org/pages/17759/ohi_guildenstern_ver01/sn88077413/1859/04/01/ed-1/seq-4/1",NA,NA,NA,NA,NA,2515,492526,0,"sn88077413","The daily press. (Cincinnati [Ohi...)",1859,4,1,"seq-4","ed-1",1,"Ohio","17759_0",1684
"622",17775,1858-03-04,"https://articleextractor.org/pages/17775/mnhi_foxtrot_ver01/sn83016751/1858/03/04/ed-1/seq-7/1",NA,NA,NA,NA,NA,2534,265104,0,"sn83016751","The weekly pioneer and Democrat (Saint Paul, Min...)",1858,3,4,"seq-7","ed-1",1,"Minnesota","17775_0",1703
"623",18187,1852-01-28,"https://articleextractor.org/pages/18187/msar_minuette_ver01/sn87065704/1852/01/28/ed-1/seq-2/2",NA,NA,NA,NA,NA,2959,342565,0,"sn87065704","The Yazoo Democrat. (Yazoo City, Mis...)",1852,1,28,"seq-2","ed-1",2,"Mississippi","18187_0",2128
"624",18189,1851-08-28,"https://articleextractor.org/pages/18189/msar_cloudchaser_ver01/sn87065038/1851/08/28/ed-1/seq-2/2",NA,NA,NA,NA,NA,2960,329106,0,"sn87065038","The primitive Republican. (Columbus, Miss.)",1851,8,28,"seq-2","ed-1",2,"Mississippi","18189_0",2129
"625",18190,1854-08-19,"https://articleextractor.org/pages/18190/lu_pearse_ver01/sn82015753/1854/08/19/ed-1/seq-2/1",NA,NA,NA,NA,NA,2961,227548,0,"sn82015753","New Orleans daily crescent ([New Orleans, L...)",1854,8,19,"seq-2","ed-1",1,"Louisiana","18190_0",2130
"626",18191,1854-10-26,"https://articleextractor.org/pages/18191/mnhi_foxtrot_ver01/sn84035804/1854/10/26/ed-1/seq-3/2",NA,NA,NA,NA,NA,2962,267080,0,"sn84035804","The daily Minnesota pioneer (St. Paul, Minn.)",1854,10,26,"seq-3","ed-1",2,"Minnesota","18191_0",2131
"627",18192,1855-10-08,"https://articleextractor.org/pages/18192/vi_exmoor_ver01/sn85034360/1855/10/08/ed-1/seq-1/2",NA,NA,NA,NA,NA,2963,632964,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1855,10,8,"seq-1","ed-1",2,"Virginia","18192_0",2132
"628",18192,1855-10-08,"https://articleextractor.org/pages/18192/vi_exmoor_ver01/sn85034360/1855/10/08/ed-1/seq-1/2",NA,NA,NA,NA,NA,2964,632965,1,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1855,10,8,"seq-1","ed-1",2,"Virginia","18192_1",2133
"629",18194,1854-01-24,"https://articleextractor.org/pages/18194/vi_chanel_ver01/sn84024735/1854/01/24/ed-1/seq-4/1",NA,NA,NA,NA,NA,2965,628150,0,"sn84024735","Richmond enquirer (Richmond, Va.)",1854,1,24,"seq-4","ed-1",1,"Virginia","18194_0",2134
"630",18202,1846-09-24,"https://articleextractor.org/pages/18202/in_hoosier_ver01/sn82015677/1846/09/24/ed-1/seq-2/2",NA,NA,NA,NA,NA,2972,165716,0,"sn82015677","Indiana State sentinel (Indianapolis)",1846,9,24,"seq-2","ed-1",2,"Indiana","18202_0",2141
