,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state
13376,87328,6,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13377,87328,7,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13378,87328,8,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13379,87328,9,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
15364,87329,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1905,12,29,seq-5,ed-1,3,https://articleextractor.org/pages/87329/ncu_green_ver01/sn91068367/12/29/ed-1/seq-5/3,North Carolina
13367,87331,0,sn89067453,,1893,8,3,seq-6,ed-1,4,https://articleextractor.org/pages/87331/mohi_flash_ver02/sn89067453/8/3/ed-1/seq-6/4,Missouri
13368,87331,1,sn89067453,,1893,8,3,seq-6,ed-1,4,https://articleextractor.org/pages/87331/mohi_flash_ver02/sn89067453/8/3/ed-1/seq-6/4,Missouri
12726,87332,0,sn83016751,"The weekly pioneer and Democrat (Saint Paul, Min...)",1859,1,6,seq-4,ed-1,1,https://articleextractor.org/pages/87332/mnhi_foxtrot_ver01/sn83016751/1/6/ed-1/seq-4/1,Minnesota
8799,87333,0,sn87056247,,1859,7,14,seq-2,ed-1,1,https://articleextractor.org/pages/87333/in_chacha_ver03/sn87056247/7/14/ed-1/seq-2/1,Indiana
7422,87334,0,sn84027238,"The weekly north Iowa times (McGregor, Iowa)",1859,7,20,seq-2,ed-1,1,https://articleextractor.org/pages/87334/iahi_charizard_ver01/sn84027238/7/20/ed-1/seq-2/1,Iowa
10667,87335,0,sn82015486,"White Cloud Kansas chief (White Cloud, Ka...)",1859,6,9,seq-2,ed-1,1,https://articleextractor.org/pages/87335/khi_brown_ver01/sn82015486/6/9/ed-1/seq-2/1,Kansas
16854,87336,0,sn84028385,"Western Reserve chronicle (Warren, Ohio)",1859,7,13,seq-2,ed-1,1,https://articleextractor.org/pages/87336/ohi_ariel_ver02/sn84028385/7/13/ed-1/seq-2/1,Ohio
17093,87337,0,sn83035143,Cleveland morning leader (Cleveland [Ohio...),1859,11,19,seq-2,ed-1,1,https://articleextractor.org/pages/87337/ohi_desdemona_ver01/sn83035143/11/19/ed-1/seq-2/1,Ohio
12728,87338,0,sn83016751,"The weekly pioneer and Democrat (Saint Paul, Min...)",1859,5,5,seq-2,ed-1,1,https://articleextractor.org/pages/87338/mnhi_foxtrot_ver01/sn83016751/5/5/ed-1/seq-2/1,Minnesota
12729,87338,1,sn83016751,"The weekly pioneer and Democrat (Saint Paul, Min...)",1859,5,5,seq-2,ed-1,1,https://articleextractor.org/pages/87338/mnhi_foxtrot_ver01/sn83016751/5/5/ed-1/seq-2/1,Minnesota
6302,87339,0,sn83030313,The New York herald (New York [N.Y.]),1859,3,13,seq-8,ed-1,1,https://articleextractor.org/pages/87339/dlc_kudzu_ver01/sn83030313/3/13/ed-1/seq-8/1,New York
14815,87340,0,sn84020109,"Nebraska advertiser (Brownville, Nem...)",1859,6,16,seq-1,ed-1,1,https://articleextractor.org/pages/87340/nbu_lee_ver01/sn84020109/6/16/ed-1/seq-1/1,Nebraska
6092,87341,0,sn84026752,The national era (Washington [D.C...),1859,1,6,seq-3,ed-1,1,https://articleextractor.org/pages/87341/dlc_elf_ver03/sn84026752/1/6/ed-1/seq-3/1,District of Columbia
11807,87342,0,sn82015753,"New Orleans daily crescent ([New Orleans, L...)",1859,3,10,seq-3,ed-1,1,https://articleextractor.org/pages/87342/lu_qualchan_ver01/sn82015753/3/10/ed-1/seq-3/1,Louisiana
12536,87343,0,sn85025569,"Red Wing sentinel (Red Wing, M.T. ...)",1860,3,21,seq-2,ed-1,1,https://articleextractor.org/pages/87343/mnhi_datsun_ver01/sn85025569/3/21/ed-1/seq-2/1,Minnesota
12535,87344,0,sn85025569,"Red Wing sentinel (Red Wing, M.T. ...)",1860,3,21,seq-1,ed-1,1,https://articleextractor.org/pages/87344/mnhi_datsun_ver01/sn85025569/3/21/ed-1/seq-1/1,Minnesota
17094,87345,0,sn83035143,Cleveland morning leader (Cleveland [Ohio...),1860,4,27,seq-2,ed-1,1,https://articleextractor.org/pages/87345/ohi_desdemona_ver01/sn83035143/4/27/ed-1/seq-2/1,Ohio
5983,87346,0,sn83030364,New-York dispatch (New York [N.Y.]),1860,8,25,seq-1,ed-1,2,https://articleextractor.org/pages/87346/dlc_collins_ver01/sn83030364/8/25/ed-1/seq-1/2,New York
21530,87347,0,sn84026845,"Daily intelligencer (Wheeling, Va. [...)",1860,4,27,seq-3,ed-1,2,https://articleextractor.org/pages/87347/wvu_austria_ver01/sn84026845/4/27/ed-1/seq-3/2,West Virginia
15046,87348,0,sn84026547,"Newbern weekly progress (Newbern, N.C.)",1860,5,1,seq-2,ed-1,1,https://articleextractor.org/pages/87348/ncu_cane_ver01/sn84026547/5/1/ed-1/seq-2/1,North Carolina
5966,87349,0,sn82014511,"The press and tribune (Chicago, Ill.)",1860,4,27,seq-4,ed-1,2,https://articleextractor.org/pages/87349/dlc_belmont_ver02/sn82014511/4/27/ed-1/seq-4/2,Illinois
7284,87350,0,sn84027253,"Muscatine weekly journal (Muscatine, Iowa)",1860,12,28,seq-2,ed-1,1,https://articleextractor.org/pages/87350/iahi_bellsprout_ver01/sn84027253/12/28/ed-1/seq-2/1,Iowa
20156,87351,0,sn84024738,The daily dispatch (Richmond [Va.]),1880,1,19,seq-3,ed-1,1,https://articleextractor.org/pages/87351/vi_journey_ver01/sn84024738/1/19/ed-1/seq-3/1,Virginia
11286,87352,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1897,8,31,seq-2,ed-1,1,https://articleextractor.org/pages/87352/kyu_bronze_ver01/sn87060190/8/31/ed-1/seq-2/1,Kentucky
17204,87353,0,sn87076843,"Perrysburg journal. (Perrysburg, Woo...)",1897,7,3,seq-2,ed-1,1,https://articleextractor.org/pages/87353/ohi_foxtrot_ver01/sn87076843/7/3/ed-1/seq-2/1,Ohio
17205,87353,1,sn87076843,"Perrysburg journal. (Perrysburg, Woo...)",1897,7,3,seq-2,ed-1,1,https://articleextractor.org/pages/87353/ohi_foxtrot_ver01/sn87076843/7/3/ed-1/seq-2/1,Ohio
17313,87354,0,sn85025759,"The Cincinnati daily star ([Cincinnati, Oh...)",1879,11,21,seq-4,ed-1,1,https://articleextractor.org/pages/87354/ohi_himilco_ver01/sn85025759/11/21/ed-1/seq-4/1,Ohio
11175,87355,0,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1912,8,22,seq-8,ed-1,1,https://articleextractor.org/pages/87355/khi_mission_ver01/sn84029386/8/22/ed-1/seq-8/1,Kansas
14445,87356,0,sn99021999,Omaha daily bee. (Omaha [Neb.]),1912,10,14,seq-1,ed-1,1,https://articleextractor.org/pages/87356/nbu_beardtongue_ver01/sn99021999/10/14/ed-1/seq-1/1,Nebraska
15981,87357,0,sn88076013,"The Dickinson press. (Dickinson, Star...)",1891,8,29,seq-1,ed-1,1,https://articleextractor.org/pages/87357/ndhi_fluorine_ver01/sn88076013/8/29/ed-1/seq-1/1,North Dakota
19606,87358,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1880,11,24,seq-2,ed-1,1,https://articleextractor.org/pages/87358/uuml_eaton_ver01/sn85058130/11/24/ed-1/seq-2/1,Utah
19317,87359,0,sn88084272,"El Paso herald. (El Paso, Tex.)",1912,6,26,seq-1,ed-1,1,https://articleextractor.org/pages/87359/txdn_denmark_ver01/sn88084272/6/26/ed-1/seq-1/1,Texas
12802,87360,0,sn83016758,"The Princeton union (Princeton, Minn...)",1892,3,17,seq-7,ed-1,1,https://articleextractor.org/pages/87360/mnhi_goshen_ver01/sn83016758/3/17/ed-1/seq-7/1,Minnesota
16350,87361,0,sn92070417,"Las Vegas optic. (East Las Vegas,...)",1912,4,9,seq-1,ed-1,1,https://articleextractor.org/pages/87361/nmu_bronte_ver01/sn92070417/4/9/ed-1/seq-1/1,New Mexico
17952,87362,0,sn97065763,"Custer weekly chronicle (Custer City, S....)",1912,2,3,seq-3,ed-1,1,https://articleextractor.org/pages/87362/sdhi_elderberry_ver02/sn97065763/2/3/ed-1/seq-3/1,South Dakota
16089,87363,0,sn85042405,"Jamestown weekly alert (Jamestown, Stut...)",1897,12,23,seq-6,ed-1,1,https://articleextractor.org/pages/87363/ndhi_hazen_ver01/sn85042405/12/23/ed-1/seq-6/1,North Dakota
19576,87365,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1897,7,23,seq-9,ed-1,1,https://articleextractor.org/pages/87365/uuml_collins_ver01/sn85058130/7/23/ed-1/seq-9/1,Utah
19578,87365,1,sn85058130,The Salt Lake herald (Salt Lake City ...),1897,7,23,seq-9,ed-1,1,https://articleextractor.org/pages/87365/uuml_collins_ver01/sn85058130/7/23/ed-1/seq-9/1,Utah
13647,87366,0,sn86074063,"The leader (Brookhaven, Mis...)",1897,8,18,seq-2,ed-1,1,https://articleextractor.org/pages/87366/msar_agate_ver01/sn86074063/8/18/ed-1/seq-2/1,Mississippi
13648,87366,1,sn86074063,"The leader (Brookhaven, Mis...)",1897,8,18,seq-2,ed-1,1,https://articleextractor.org/pages/87366/msar_agate_ver01/sn86074063/8/18/ed-1/seq-2/1,Mississippi
20155,87367,0,sn84024738,The daily dispatch (Richmond [Va.]),1860,11,21,seq-2,ed-1,1,https://articleextractor.org/pages/87367/vi_johnhenry_ver01/sn84024738/11/21/ed-1/seq-2/1,Virginia
11101,87368,0,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1897,11,18,seq-9,ed-1,1,https://articleextractor.org/pages/87368/khi_lawrence_ver01/sn84029386/11/18/ed-1/seq-9/1,Kansas
12899,87369,0,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,6,6,seq-4,ed-1,1,https://articleextractor.org/pages/87369/mnhi_iona_ver01/sn90059523/6/6/ed-1/seq-4/1,Minnesota
19119,87370,0,sn86088296,"The Austin weekly statesman. (Austin, Tex.)",1897,12,16,seq-3,ed-1,1,https://articleextractor.org/pages/87370/txdn_audi_ver01/sn86088296/12/16/ed-1/seq-3/1,Texas
19118,87370,1,sn86088296,"The Austin weekly statesman. (Austin, Tex.)",1897,12,16,seq-3,ed-1,1,https://articleextractor.org/pages/87370/txdn_audi_ver01/sn86088296/12/16/ed-1/seq-3/1,Texas
19121,87370,2,sn86088296,"The Austin weekly statesman. (Austin, Tex.)",1897,12,16,seq-3,ed-1,1,https://articleextractor.org/pages/87370/txdn_audi_ver01/sn86088296/12/16/ed-1/seq-3/1,Texas
16913,87371,0,sn85038158,The Highland weekly news (Hillsborough [H...),1880,12,9,seq-2,ed-1,1,https://articleextractor.org/pages/87371/ohi_borachio_ver02/sn85038158/12/9/ed-1/seq-2/1,Ohio
6207,87372,0,sn83045462,"Evening star (Washington, D.C...)",1897,7,15,seq-2,ed-1,1,https://articleextractor.org/pages/87372/dlc_havanese_ver01/sn83045462/7/15/ed-1/seq-2/1,District of Columbia
16655,87373,0,sn83030272,The sun (New York [N.Y.]) 1833-1916,1897,11,21,seq-25,ed-1,1,https://articleextractor.org/pages/87373/nn_pizan_ver01/sn83030272/11/21/ed-1/seq-25/1,New York
14485,87374,0,sn99021999,Omaha daily bee. (Omaha [Neb.]),1897,2,1,seq-5,ed-1,1,https://articleextractor.org/pages/87374/nbu_beatrice_ver01/sn99021999/2/1/ed-1/seq-5/1,Nebraska
15944,87375,0,sn88076432,"Courier Democrat. (Langdon, N.D.)",1897,5,20,seq-3,ed-1,1,https://articleextractor.org/pages/87375/ndhi_europium_ver01/sn88076432/5/20/ed-1/seq-3/1,North Dakota
20056,87376,0,sn84024716,"Lexington gazette (Lexington, Va.)",1898,7,13,seq-2,ed-1,1,https://articleextractor.org/pages/87376/vi_franck_ver01/sn84024716/7/13/ed-1/seq-2/1,Virginia
12825,87377,0,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,11,15,seq-1,ed-1,1,https://articleextractor.org/pages/87377/mnhi_hallock_ver01/sn90059523/11/15/ed-1/seq-1/1,Minnesota
12807,87377,1,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,11,15,seq-1,ed-1,1,https://articleextractor.org/pages/87377/mnhi_hallock_ver01/sn90059523/11/15/ed-1/seq-1/1,Minnesota
12827,87377,2,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,11,15,seq-1,ed-1,1,https://articleextractor.org/pages/87377/mnhi_hallock_ver01/sn90059523/11/15/ed-1/seq-1/1,Minnesota
11019,87378,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1897,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/87378/khi_jennison_ver01/sn82014635/10/20/ed-1/seq-2/1,Kansas
14489,87379,0,sn99021999,Omaha daily bee. (Omaha [Neb.]),1897,8,16,seq-1,ed-1,1,https://articleextractor.org/pages/87379/nbu_beatrice_ver01/sn99021999/8/16/ed-1/seq-1/1,Nebraska
13915,87380,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1898,3,19,seq-5,ed-1,1,https://articleextractor.org/pages/87380/msar_eyelet_ver02/sn85034375/3/19/ed-1/seq-5/1,Mississippi
16400,87381,0,sn84020630,"Santa Fe new Mexican (Santa Fe, N.M.)",1898,2,1,seq-1,ed-1,1,https://articleextractor.org/pages/87381/nmu_fleming_ver01/sn84020630/2/1/ed-1/seq-1/1,New Mexico
19596,87382,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1898,12,18,seq-2,ed-1,1,https://articleextractor.org/pages/87382/uuml_dantley_ver01/sn85058130/12/18/ed-1/seq-2/1,Utah
10839,87383,0,sn83040198,"Barton County democrat (Great Bend, Kan...)",1898,6,30,seq-2,ed-1,1,https://articleextractor.org/pages/87383/khi_finney_ver02/sn83040198/6/30/ed-1/seq-2/1,Kansas
17584,87384,0,sn86063952,"The Guthrie daily leader (Guthrie, Okla.)",1898,10,25,seq-3,ed-1,1,https://articleextractor.org/pages/87384/okhi_ellis_ver01/sn86063952/10/25/ed-1/seq-3/1,Oklahoma
11176,87386,0,sn86069309,"The Breckenridge news. (Cloverport, Ky.)",1898,2,23,seq-6,ed-1,1,https://articleextractor.org/pages/87386/kyu_airplane_ver01/sn86069309/2/23/ed-1/seq-6/1,Kentucky
13317,87387,0,sn86063615,"Kansas City journal (Kansas City, Mo...)",1898,8,11,seq-3,ed-1,1,https://articleextractor.org/pages/87387/mohi_edwards_ver01/sn86063615/8/11/ed-1/seq-3/1,Missouri
13318,87387,1,sn86063615,"Kansas City journal (Kansas City, Mo...)",1898,8,11,seq-3,ed-1,1,https://articleextractor.org/pages/87387/mohi_edwards_ver01/sn86063615/8/11/ed-1/seq-3/1,Missouri
11287,87388,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1898,3,4,seq-1,ed-1,1,https://articleextractor.org/pages/87388/kyu_bronze_ver01/sn87060190/3/4/ed-1/seq-1/1,Kentucky
11288,87388,1,sn87060190,"The evening bulletin (Maysville, Ky.)",1898,3,4,seq-1,ed-1,1,https://articleextractor.org/pages/87388/kyu_bronze_ver01/sn87060190/3/4/ed-1/seq-1/1,Kentucky
11289,87388,2,sn87060190,"The evening bulletin (Maysville, Ky.)",1898,3,4,seq-1,ed-1,1,https://articleextractor.org/pages/87388/kyu_bronze_ver01/sn87060190/3/4/ed-1/seq-1/1,Kentucky
20187,87389,0,sn95079490,"The Roanoke times. (Roanoke, Va.)",1897,7,21,seq-8,ed-1,1,https://articleextractor.org/pages/87389/vi_lilac_ver01/sn95079490/7/21/ed-1/seq-8/1,Virginia
20188,87389,1,sn95079490,"The Roanoke times. (Roanoke, Va.)",1897,7,21,seq-8,ed-1,1,https://articleextractor.org/pages/87389/vi_lilac_ver01/sn95079490/7/21/ed-1/seq-8/1,Virginia
7282,87391,0,sn84027253,"Muscatine weekly journal (Muscatine, Iowa)",1860,11,9,seq-1,ed-2,1,https://articleextractor.org/pages/87391/iahi_bellsprout_ver01/sn84027253/11/9/ed-2/seq-1/1,Iowa
16845,87392,0,sn83035487,"Anti-slavery bugle (New-Lisbon, Ohi...)",1860,5,5,seq-1,ed-1,1,https://articleextractor.org/pages/87392/ohi_ariel_ver02/sn83035487/5/5/ed-1/seq-1/1,Ohio
17288,87393,0,sn84028745,Cincinnati daily press (Cincinnati [Ohi...),1860,9,19,seq-1,ed-1,1,https://articleextractor.org/pages/87393/ohi_guildenstern_ver01/sn84028745/9/19/ed-1/seq-1/1,Ohio
20169,87394,0,sn84024653,"Staunton vindicator (Staunton, Va.)",1860,6,29,seq-1,ed-1,1,https://articleextractor.org/pages/87394/vi_klepper_ver02/sn84024653/6/29/ed-1/seq-1/1,Virginia
7280,87395,0,sn84027253,"Muscatine weekly journal (Muscatine, Iowa)",1860,7,13,seq-1,ed-1,1,https://articleextractor.org/pages/87395/iahi_bellsprout_ver01/sn84027253/7/13/ed-1/seq-1/1,Iowa
6013,87398,0,sn83045242,The national intelligencer and Washington advertiser (Washington City...),1805,1,14,seq-3,ed-1,2,https://articleextractor.org/pages/87398/dlc_domestic_ver01/sn83045242/1/14/ed-1/seq-3/2,District of Columbia
20313,87399,0,sn84024710,"Virginia Argus (Richmond, Va.)",1805,1,19,seq-3,ed-1,2,https://articleextractor.org/pages/87399/vi_otters_ver02/sn84024710/1/19/ed-1/seq-3/2,Virginia
21650,87400,0,sn85059525,"Berkeley and Jefferson intelligencer (Martinsburg, Va...)",1805,2,1,seq-2,ed-1,3,https://articleextractor.org/pages/87400/wvu_hogan_ver01/sn85059525/2/1/ed-1/seq-2/3,Virginia
19922,87401,0,sn84024649,Lynchburg Virginian (Lynchburg [Va.]),1835,7,23,seq-2,ed-1,2,https://articleextractor.org/pages/87401/vi_dartmoor_ver03/sn84024649/7/23/ed-1/seq-2/2,Virginia
642,87402,0,sn87062070,"The Arkansas advocate (Little Rock, A....)",1835,7,31,seq-2,ed-1,2,https://articleextractor.org/pages/87402/arhi_elvis_ver01/sn87062070/7/31/ed-1/seq-2/2,Arkansas
21748,87403,0,sn84026826,"South Branch intelligencer (Romney, Va. [W....)",1835,9,5,seq-2,ed-1,4,https://articleextractor.org/pages/87403/wvu_queen_ver01/sn84026826/9/5/ed-1/seq-2/4,West Virginia
20297,87405,0,sn84024735,"Richmond enquirer (Richmond, Va.)",1835,9,8,seq-4,ed-1,6,https://articleextractor.org/pages/87405/vi_naturals_ver01/sn84024735/9/8/ed-1/seq-4/6,Virginia
20296,87405,1,sn84024735,"Richmond enquirer (Richmond, Va.)",1835,9,8,seq-4,ed-1,6,https://articleextractor.org/pages/87405/vi_naturals_ver01/sn84024735/9/8/ed-1/seq-4/6,Virginia
21750,87406,0,sn84026826,"South Branch intelligencer (Romney, Va. [W....)",1835,9,12,seq-2,ed-1,3,https://articleextractor.org/pages/87406/wvu_queen_ver01/sn84026826/9/12/ed-1/seq-2/3,West Virginia
19824,87407,0,sn84024735,"Richmond enquirer (Richmond, Va.)",1835,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/87407/vi_armani_ver02/sn84024735/10/20/ed-1/seq-2/1,Virginia
19923,87408,0,sn84024649,Lynchburg Virginian (Lynchburg [Va.]),1835,10,22,seq-1,ed-1,1,https://articleextractor.org/pages/87408/vi_dartmoor_ver03/sn84024649/10/22/ed-1/seq-1/1,Virginia
19828,87409,0,sn84024735,"Richmond enquirer (Richmond, Va.)",1835,10,27,seq-4,ed-1,1,https://articleextractor.org/pages/87409/vi_armani_ver02/sn84024735/10/27/ed-1/seq-4/1,Virginia
19827,87409,1,sn84024735,"Richmond enquirer (Richmond, Va.)",1835,10,27,seq-4,ed-1,1,https://articleextractor.org/pages/87409/vi_armani_ver02/sn84024735/10/27/ed-1/seq-4/1,Virginia
12090,87410,0,sn83016620,"Constantine republican (Constantine, Mi...)",1836,11,9,seq-1,ed-1,2,https://articleextractor.org/pages/87410/mimtptc_alpena_ver01/sn83016620/11/9/ed-1/seq-1/2,Michigan
21681,87411,0,sn84026784,,1841,9,2,seq-1,ed-1,2,https://articleextractor.org/pages/87411/wvu_jacob_ver01/sn84026784/9/2/ed-1/seq-1/2,West Virginia
21679,87411,1,sn84026784,,1841,9,2,seq-1,ed-1,2,https://articleextractor.org/pages/87411/wvu_jacob_ver01/sn84026784/9/2/ed-1/seq-1/2,West Virginia
7285,87412,0,sn85050801,"Bloomington herald (Bloomington, I....)",1841,9,24,seq-2,ed-1,2,https://articleextractor.org/pages/87412/iahi_bellsprout_ver01/sn85050801/9/24/ed-1/seq-2/2,Iowa
19852,87414,0,sn85025007,"Alexandria gazette (Alexandria, D.C...)",1841,12,2,seq-1,ed-1,3,https://articleextractor.org/pages/87414/vi_bees_ver01/sn85025007/12/2/ed-1/seq-1/3,District of Columbia
7050,87417,0,sn87058235,"Decorah public opinion. (Decorah, Winnes...)",1898,11,2,seq-7,ed-1,1,https://articleextractor.org/pages/87417/iahi_aerodactyl_ver01/sn87058235/11/2/ed-1/seq-7/1,Iowa
19155,87418,0,sn86071197,"The Houston daily post (Houston, Tex.)",1898,5,25,seq-6,ed-1,1,https://articleextractor.org/pages/87418/txdn_charlie_ver01/sn86071197/5/25/ed-1/seq-6/1,Texas
13314,87419,0,sn86063615,"Kansas City journal (Kansas City, Mo...)",1897,10,16,seq-2,ed-1,1,https://articleextractor.org/pages/87419/mohi_edwards_ver01/sn86063615/10/16/ed-1/seq-2/1,Missouri
17479,87420,0,sn93066071,"The Beaver herald (Beaver, O.T. [O...)",1897,5,13,seq-2,ed-1,1,https://articleextractor.org/pages/87420/okhi_atoka_ver01/sn93066071/5/13/ed-1/seq-2/1,Oklahoma
17480,87420,1,sn93066071,"The Beaver herald (Beaver, O.T. [O...)",1897,5,13,seq-2,ed-1,1,https://articleextractor.org/pages/87420/okhi_atoka_ver01/sn93066071/5/13/ed-1/seq-2/1,Oklahoma
18210,87421,0,sn99068086,"The Dakota chief. (Gann Valley, Bu...)",1897,12,23,seq-2,ed-1,1,https://articleextractor.org/pages/87421/sdhi_honeydew_ver01/sn99068086/12/23/ed-1/seq-2/1,South Dakota
15720,87422,0,sn88076741,"The pioneer express (Pembina, Dakota...)",1897,8,6,seq-2,ed-1,1,https://articleextractor.org/pages/87422/ndhi_almont_ver01/sn88076741/8/6/ed-1/seq-2/1,North Dakota
15721,87422,1,sn88076741,"The pioneer express (Pembina, Dakota...)",1897,8,6,seq-2,ed-1,1,https://articleextractor.org/pages/87422/ndhi_almont_ver01/sn88076741/8/6/ed-1/seq-2/1,North Dakota
15723,87422,2,sn88076741,"The pioneer express (Pembina, Dakota...)",1897,8,6,seq-2,ed-1,1,https://articleextractor.org/pages/87422/ndhi_almont_ver01/sn88076741/8/6/ed-1/seq-2/1,North Dakota
11520,87423,0,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1897,1,15,seq-2,ed-1,1,https://articleextractor.org/pages/87423/kyu_hairspray_ver01/sn85052020/1/15/ed-1/seq-2/1,Kentucky
18196,87424,0,2015270501,"The state Democrat (Aberdeen, South...)",1898,8,19,seq-3,ed-1,1,https://articleextractor.org/pages/87424/sdhi_hawk_ver01/2015270501/8/19/ed-1/seq-3/1,South Dakota
18197,87424,1,2015270501,"The state Democrat (Aberdeen, South...)",1898,8,19,seq-3,ed-1,1,https://articleextractor.org/pages/87424/sdhi_hawk_ver01/2015270501/8/19/ed-1/seq-3/1,South Dakota
18198,87424,2,2015270501,"The state Democrat (Aberdeen, South...)",1898,8,19,seq-3,ed-1,1,https://articleextractor.org/pages/87424/sdhi_hawk_ver01/2015270501/8/19/ed-1/seq-3/1,South Dakota
15994,87425,0,sn88076013,"The Dickinson press. (Dickinson, Star...)",1897,6,12,seq-1,ed-1,1,https://articleextractor.org/pages/87425/ndhi_germanium_ver01/sn88076013/6/12/ed-1/seq-1/1,North Dakota
8131,87426,0,sn87057934,"Audubon County journal. (Exira, Iowa)",1898,3,3,seq-1,ed-1,1,https://articleextractor.org/pages/87426/iahi_jackson_ver01/sn87057934/3/3/ed-1/seq-1/1,Iowa
11874,87427,0,sn85038292,"The Democratic advocate (Westminster, Md...)",1898,5,28,seq-2,ed-1,1,https://articleextractor.org/pages/87427/mdu_douglass_ver01/sn85038292/5/28/ed-1/seq-2/1,Maryland
12805,87428,0,sn83016758,"The Princeton union (Princeton, Minn...)",1897,11,25,seq-3,ed-1,1,https://articleextractor.org/pages/87428/mnhi_goshen_ver01/sn83016758/11/25/ed-1/seq-3/1,Minnesota
