"","X","newspaper","location","date1","year","full_text","date_original","full_state","state1","city1","full_state1","city","state","pubX","publication","black","Newspapers"
"560",560,"Richmond planet.","Richmond, Va.","January 23",1897,"Richmond planet. [volume] (Richmond, Va.), January 23, 1897, Image 1","January 23, 1897","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond planet","Richmond Planet","Y","Richmond Planet (Richmond, Va.) 1883-1938"
"561",561,"Richmond planet.","Richmond, Va.","April 24",1897,"Richmond planet. [volume] (Richmond, Va.), April 24, 1897, Image 1","April 24, 1897","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond planet","Richmond Planet","Y","Richmond Planet (Richmond, Va.) 1883-1938"
"562",562,"The gazette.","Raleigh, N.C.","May 29",1897,"The gazette. [volume] (Raleigh, N.C.), May 29, 1897, Image 1","May 29, 1897","North Carolina","NC","Raleigh",NA,"Raleigh","N.C.","the gazette","The Gazette","Y","The Gazette (Raleigh, N.C.) 18??-1???"
"563",563,"The gazette.","Cleveland, Ohio","November 27",1897,"The gazette. [volume] (Cleveland, Ohio), November 27, 1897, Page 2, Image 2","November 27, 1897","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"564",564,"Wheeling register.","Wheeling, W. Va.","August 18",1897,"Wheeling register. [volume] (Wheeling, W. Va.), August 18, 1897, Page 6, Image 6","August 18, 1897","Virginia","W Va","Wheeling",NA,"Wheeling","W. Va.","wheeling register",NA,"N",NA
"565",565,"Richmond planet.","Richmond, Va.","June 12",1897,"Richmond planet. [volume] (Richmond, Va.), June 12, 1897, Image 4","June 12, 1897","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond planet","Richmond Planet","Y","Richmond Planet (Richmond, Va.) 1883-1938"
"566",566,"The evening bulletin.","Maysville, Ky.","March 22",1898,"The evening bulletin. [volume] (Maysville, Ky.), March 22, 1898, Image 1","March 22, 1898","Kentucky","Ky","Maysville",NA,"Maysville","Ky.","the evening bulletin",NA,"N",NA
"567",567,"The Washington bee.","Washington, D.C.","October 15",1898,"The Washington bee. [volume] (Washington, D.C.), October 15, 1898, Image 4","October 15, 1898","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington bee","The Washington Bee","Y","The Washington Bee (Washington, D.C.) 1884-1922"
"568",568,"The evening times.","Washington, D.C.","December 29",1898,"The evening times. [volume] (Washington, D.C.), December 29, 1898, Image 1","December 29, 1898","District of Columbia","DC","Washington",NA,"Washington","D.C.","the evening times",NA,"N",NA
"569",569,"The freeman.","Indianapolis [Ind.]","April 02",1898,"The freeman. [volume] (Indianapolis [Ind.]), April 02, 1898, Image 4","April 02, 1898","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"570",570,"The gazette.","Cleveland, Ohio","October 29",1898,"The gazette. [volume] (Cleveland, Ohio), October 29, 1898, Image 1","October 29, 1898","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"571",571,"Evening star.","Washington, D.C.","March 21",1898,"Evening star. [volume] (Washington, D.C.), March 21, 1898, Image 1","March 21, 1898","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"572",572,"The Norfolk Virginian.","Norfolk, Va.","March 01",1898,"The Norfolk Virginian. [volume] (Norfolk, Va.), March 01, 1898, Page 3, Image 3","March 01, 1898","Virginia","Va","Norfolk",NA,"Norfolk","Va.","the norfolk virginian",NA,"N",NA
"573",573,"The weekly register.","Point Pleasant, Va. [W. Va.]","March 23",1898,"The weekly register. [volume] (Point Pleasant, Va. [W. Va.]), March 23, 1898, Image 2","March 23, 1898","Virginia","Va W Va","Point Pleasant",NA,"Point Pleasant","Va. [W. Va.]","the weekly register",NA,"N",NA
"574",574,"The Appeal.","Saint Paul, Minn. ;","March 05",1898,"The Appeal. [volume] (Saint Paul, Minn. ;), March 05, 1898, Image 4","March 05, 1898","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"575",575,"The Topeka state journal.","Topeka, Kansas","March 21",1898,"The Topeka state journal. [volume] (Topeka, Kansas), March 21, 1898, THIRD EDITION, Page 5, Image 5","March 21, 1898","Kansas","Kansas","Topeka","Kansas","Topeka","Kansas","the topeka state journal",NA,"N",NA
"576",576,"The Appeal.","Saint Paul, Minn. ;","September 03",1898,"The Appeal. [volume] (Saint Paul, Minn. ;), September 03, 1898, Image 4","September 03, 1898","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"577",577,"Iowa state bystander.","Des Moines, Iowa","April 01",1898,"Iowa state bystander. [volume] (Des Moines, Iowa), April 01, 1898, Image 1","April 01, 1898","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"578",578,"The gazette.","Cleveland, Ohio","April 09",1898,"The gazette. [volume] (Cleveland, Ohio), April 09, 1898, Page 2, Image 2","April 09, 1898","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"579",579,"Omaha daily bee.","Omaha [Neb.]","March 22",1898,"Omaha daily bee. (Omaha [Neb.]), March 22, 1898, Page 2, Image 2","March 22, 1898","Nebraska",NA,"Omaha Neb","Nebraska","Omaha [Neb.]",NA,"omaha daily bee",NA,"N",NA
"580",580,"The Indianapolis journal.","Indianapolis [Ind.]","March 22",1898,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), March 22, 1898, Page 3, Image 3","March 22, 1898","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"581",581,"The Topeka state journal.","Topeka, Kansas","March 01",1898,"The Topeka state journal. [volume] (Topeka, Kansas), March 01, 1898, THIRD EDITION, Image 1","March 01, 1898","Kansas","Kansas","Topeka","Kansas","Topeka","Kansas","the topeka state journal",NA,"N",NA
"582",582,"The Wichita daily eagle.","Wichita, Kan.","March 22",1898,"The Wichita daily eagle. [volume] (Wichita, Kan.), March 22, 1898, Page 7, Image 7","March 22, 1898","Kansas","Kan","Wichita",NA,"Wichita","Kan.","the wichita daily eagle",NA,"N",NA
"583",583,"Dakota farmers' leader.","Canton, S.D.","March 04",1898,"Dakota farmers' leader. (Canton, S.D.), March 04, 1898, Image 2","March 04, 1898","South Dakota","SD","Canton",NA,"Canton","S.D.","dakota farmers leader",NA,"N",NA
"584",584,"The times.","Washington [D.C.]","December 28",1898,"The times. [volume] (Washington [D.C.]), December 28, 1898, Page 3, Image 3","December 28, 1898","District of Columbia",NA,"Washington DC","District of Columbia","Washington [D.C.]",NA,"the times",NA,"N",NA
"585",585,"The Appeal.","Saint Paul, Minn. ;","August 12",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), August 12, 1899, Image 1","August 12, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"586",586,"The Appeal.","Saint Paul, Minn. ;","August 19",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), August 19, 1899, Image 1","August 19, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"587",587,"The Afro-American advance.","Minneapolis, Minn. ;","July 01",1899,"The Afro-American advance. [volume] (Minneapolis, Minn. ;), July 01, 1899, Image 1","July 01, 1899","Minnesota","Minn ","Minneapolis",NA,"Minneapolis","Minn. ;","the afroamerican advance","The Afro-American Advance","Y","The Afro-American Advance (Minneapolis, Minn. ; St. Paul, Minn.) 1899-19??"
"588",588,"The Appeal.","Saint Paul, Minn. ;","August 05",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), August 05, 1899, Image 2","August 05, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"589",589,"The freeman.","Indianapolis [Ind.]","August 19",1899,"The freeman. [volume] (Indianapolis [Ind.]), August 19, 1899, Image 1","August 19, 1899","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"590",590,"Iowa state bystander.","Des Moines, Iowa","February 03",1899,"Iowa state bystander. [volume] (Des Moines, Iowa), February 03, 1899, Image 1","February 03, 1899","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"591",591,"The broad ax.","Salt Lake City, Utah","July 29",1899,"The broad ax. [volume] (Salt Lake City, Utah), July 29, 1899, Image 1","July 29, 1899","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"592",592,"Iowa state bystander.","Des Moines, Iowa","September 15",1899,"Iowa state bystander. [volume] (Des Moines, Iowa), September 15, 1899, Image 4","September 15, 1899","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"593",593,"Iowa state bystander.","Des Moines, Iowa","September 15",1899,"Iowa state bystander. [volume] (Des Moines, Iowa), September 15, 1899, Image 5","September 15, 1899","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"594",594,"The broad ax.","Salt Lake City, Utah","July 15",1899,"The broad ax. [volume] (Salt Lake City, Utah), July 15, 1899, Image 1","July 15, 1899","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"595",595,"The freeman.","Indianapolis [Ind.]","January 28",1899,"The freeman. [volume] (Indianapolis [Ind.]), January 28, 1899, Image 4","January 28, 1899","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"596",596,"The freeman.","Indianapolis [Ind.]","September 02",1899,"The freeman. [volume] (Indianapolis [Ind.]), September 02, 1899, Image 1","September 02, 1899","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"597",597,"The broad ax.","Salt Lake City, Utah","September 30",1899,"The broad ax. [volume] (Salt Lake City, Utah), September 30, 1899, Image 1","September 30, 1899","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"598",598,"The gazette.","Cleveland, Ohio","July 22",1899,"The gazette. [volume] (Cleveland, Ohio), July 22, 1899, Page 3, Image 3","July 22, 1899","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"599",599,"The Pioche weekly record.","Pioche, Nev.","December 14",1899,"The Pioche weekly record. [volume] (Pioche, Nev.), December 14, 1899, Image 2","December 14, 1899","Nevada","Nev","Pioche","Nevada","Pioche","Nev.","the pioche weekly record",NA,"N",NA
"600",600,"Daily inter mountain.","Butte, Mont.","December 08",1899,"Daily inter mountain. [volume] (Butte, Mont.), December 08, 1899, Page 4, Image 4","December 08, 1899","Montana","Mont","Butte",NA,"Butte","Mont.","daily inter mountain",NA,"N",NA
"601",601,"The Appeal.","Saint Paul, Minn. ;","May 20",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), May 20, 1899, Image 2","May 20, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"602",602,"The gazette.","Cleveland, Ohio","August 26",1899,"The gazette. [volume] (Cleveland, Ohio), August 26, 1899, Image 1","August 26, 1899","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"603",603,"The Appeal.","Saint Paul, Minn. ;","September 02",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), September 02, 1899, Image 1","September 02, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"604",604,"The Appeal.","Saint Paul, Minn. ;","September 09",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), September 09, 1899, Image 1","September 09, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"605",605,"The Appeal.","Saint Paul, Minn. ;","May 27",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), May 27, 1899, Image 2","May 27, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"606",606,"The Appeal.","Saint Paul, Minn. ;","August 26",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), August 26, 1899, Image 1","August 26, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"607",607,"The Appeal.","Saint Paul, Minn. ;","February 04",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), February 04, 1899, Image 3","February 04, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"608",608,"The Seattle post-intelligencer.","Seattle, Wash. Terr. [Wash.]","December 09",1899,"The Seattle post-intelligencer. [volume] (Seattle, Wash. Terr. [Wash.]), December 09, 1899, Page 9, Image 9","December 09, 1899","Washington","Wash Terr Wash","Seattle",NA,"Seattle","Wash. Terr. [Wash.]","the seattle postintelligencer",NA,"N",NA
"609",609,"Iowa state bystander.","Des Moines, Iowa","August 04",1899,"Iowa state bystander. [volume] (Des Moines, Iowa), August 04, 1899, Image 1","August 04, 1899","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"610",610,"Iowa state bystander.","Des Moines, Iowa","June 30",1899,"Iowa state bystander. [volume] (Des Moines, Iowa), June 30, 1899, Image 1","June 30, 1899","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"611",611,"The Afro-American advance.","Minneapolis, Minn. ;","June 17",1899,"The Afro-American advance. [volume] (Minneapolis, Minn. ;), June 17, 1899, Image 2","June 17, 1899","Minnesota","Minn ","Minneapolis",NA,"Minneapolis","Minn. ;","the afroamerican advance","The Afro-American Advance","Y","The Afro-American Advance (Minneapolis, Minn. ; St. Paul, Minn.) 1899-19??"
"612",612,"The freeman.","Indianapolis [Ind.]","July 29",1899,"The freeman. [volume] (Indianapolis [Ind.]), July 29, 1899, Image 3","July 29, 1899","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"613",613,"The gazette.","Cleveland, Ohio","July 29",1899,"The gazette. [volume] (Cleveland, Ohio), July 29, 1899, Page 3, Image 3","July 29, 1899","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"614",614,"The freeman.","Indianapolis [Ind.]","July 22",1899,"The freeman. [volume] (Indianapolis [Ind.]), July 22, 1899, Image 1","July 22, 1899","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"615",615,"Union gazette.","Corvallis, Benton County, Or.","December 15",1899,"Union gazette. [volume] (Corvallis, Benton County, Or.), December 15, 1899, Image 1","December 15, 1899","Oregon","Benton County","Corvallis",NA,"Corvallis","Benton County","union gazette",NA,"N",NA
"616",616,"The Appeal.","Saint Paul, Minn. ;","November 04",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), November 04, 1899, Image 1","November 04, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"617",617,"The Appeal.","Saint Paul, Minn. ;","June 24",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), June 24, 1899, Image 2","June 24, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"618",618,"The Appeal.","Saint Paul, Minn. ;","January 21",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), January 21, 1899, Image 2","January 21, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"619",619,"The Appeal.","Saint Paul, Minn. ;","February 11",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), February 11, 1899, Image 2","February 11, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"620",620,"The Appeal.","Saint Paul, Minn. ;","July 15",1899,"The Appeal. [volume] (Saint Paul, Minn. ;), July 15, 1899, Image 2","July 15, 1899","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
